Branch	Duplications	Transfers	Losses	Originations	CopyNum
Aaur	9170.400000000012	893.5099999999674	2048.9599999999114	52.230000000000004	20652.0
Acar	1247.619999999986	728.4599999999772	5652.970000000148	11.989999999999975	11749.0
Adig	7542.350000000035	512.0799999999809	3776.3800000001756	24.980000000000086	18893.0
Agen	6897.030000000065	1853.7599999999586	2485.760000000007	80.28000000000019	13854.0
Ajap	7006.230000000084	1387.6699999999557	4790.410000000153	66.87999999999994	16261.0
Apal	4010.240000000043	929.1999999999695	2403.6299999999874	34.72000000000012	14514.0
Apla	2376.9600000000096	615.6399999999804	2364.349999999974	22.57000000000006	12644.0
Aque	13528.850000000159	863.1599999999695	2288.599999999971	95.17000000000036	20874.0
Avag	17130.110000000084	2865.050000000041	4472.190000000135	200.61000000000013	23839.0
Bbel	7253.280000000005	593.4999999999824	1670.7699999999184	23.37000000000005	19270.0
Bflo	4179.140000000035	568.8999999999788	2017.0999999999078	24.440000000000055	15826.0
Blea	2313.99999999999	897.0399999999618	2825.2400000000744	46.57000000000007	8869.0
Bmal	2749.9500000000016	317.6499999999942	1244.4599999999507	9.459999999999972	7783.0
Ccru	3497.350000000062	1753.459999999939	5679.220000000276	100.2500000000006	11418.0
Cele	1775.2799999999881	509.67999999998335	1000.0099999999642	14.649999999999965	7250.0
Cfra	541.9999999999936	1132.1599999999778	682.8699999999753	15.63999999999993	5191.0
Cgig	5144.520000000095	1594.0099999999566	2894.3300000000404	70.10000000000012	13730.0
Chae	4342.160000000052	1081.0199999999631	1780.5899999999208	101.28000000000036	12566.0
Cint	656.8299999999937	441.44999999998595	1612.4099999999355	8.579999999999963	8443.0
Clim	474.6299999999921	3177.8000000000493	192.7200000000003	18.62999999999998	4702.0
Cowc	827.8599999999822	2650.0000000000305	761.0299999999692	21.930000000000067	5513.0
Csav	5614.600000000001	347.2399999999887	2650.9300000000235	9.539999999999953	12269.0
Ctel	5722.820000000151	2386.380000000002	2005.7499999999488	105.6200000000004	15504.0
Dgig	6787.0400000000145	649.4199999999792	1289.0699999999413	39.819999999999965	15620.0
Dmel	5556.670000000045	701.3899999999841	2584.3000000000197	15.949999999999973	11468.0
Dpul	6748.1900000001	1205.479999999973	1700.4199999999512	71.51000000000009	13140.0
Drer	4605.120000000049	653.2399999999823	2533.3600000000065	29.230000000000068	13899.0
Emue	6365.320000000081	898.8799999999677	2433.479999999998	51.85999999999999	13558.0
Emul	661.2599999999919	391.03999999998746	3188.010000000088	8.729999999999967	5431.0
Etri	21577.830000000085	2063.389999999945	2233.1699999999473	161.32000000000016	36623.0
Ggal	671.5399999999905	600.1399999999835	6708.85000000021	8.369999999999974	10749.0
Ggor	916.319999999997	150.40000000000182	975.3499999999617	1.360000000000001	13508.0
Gsal	723.0699999999883	1041.0899999999656	3363.7200000001153	19.579999999999988	5978.0
Hhon	1519.2699999999952	275.36999999999716	966.9399999999605	4.769999999999985	8228.0
Hmag	4891.640000000012	645.9699999999826	2166.0499999999397	48.310000000000045	12242.0
Hmia	4187.790000000075	966.1799999999737	4274.040000000155	60.13999999999998	11280.0
Hrob	2725.7600000000316	2355.3600000000088	4647.360000000101	35.31000000000008	9764.0
Hsap	1118.2899999999986	150.20000000000132	1051.5999999999613	1.8400000000000007	13634.0
Ihof	383.27999999999656	793.4799999999682	1691.2599999999431	12.429999999999923	3682.0
Lana	12079.810000000256	2832.7400000000252	3357.1700000000505	103.63000000000044	21279.0
Lcom	19684.040000000066	5577.410000000181	1902.1299999999083	225.26999999999973	37391.0
Lgig	2864.920000000028	1373.6899999999678	2328.739999999979	49.429999999999986	11775.0
Mbre	598.0299999999933	711.2399999999772	1282.8699999999612	22.620000000000058	5477.0
Mcap	15479.269999999986	888.6099999999693	1663.9799999998972	169.13000000000022	29463.0
Mdom	2252.2099999999964	329.4699999999918	1515.5599999999372	10.789999999999976	13596.0
Mley	1921.7299999999807	1013.6799999999741	1790.349999999939	24.76000000000012	8637.0
Mlin	19481.75000000004	1696.6699999999562	2247.309999999974	181.81999999999965	25589.0
Msti	6029.080000000159	3142.0300000001102	7875.1100000003225	97.31000000000083	16880.0
Mvir	5336.370000000061	1052.7899999999702	3131.1700000000847	48.839999999999996	14302.0
Ngen	12248.080000000124	2393.360000000004	3989.9800000000887	183.4500000000002	22043.0
Nnom	4097.870000000053	1030.3299999999592	3162.3800000001315	38.89000000000007	14205.0
Nvec	2949.860000000019	886.9799999999725	3122.960000000101	23.650000000000052	12681.0
