Branch	Duplications	Transfers	Losses	Originations	CopyNum
Aaur(0)	6379.409999999994	782.7199999999763	1545.8499999999487	4.649999999999988	15285.0
Acar(1)	896.7799999999899	779.3699999999806	4456.150000000054	1.4100000000000004	9667.0
Adig(2)	4929.780000000013	433.2099999999872	2709.4599999999987	2.1699999999999977	13727.0
Agen(3)	5147.760000000066	1795.809999999971	2011.6699999999703	12.299999999999947	11509.0
Ajap(4)	5430.110000000062	1352.4399999999666	3872.3900000000453	6.9899999999999745	13526.0
Apal(5)	2735.390000000012	781.0199999999757	1879.7699999999413	4.819999999999988	11266.0
Apla(6)	1334.5299999999934	502.0299999999862	2054.9499999999366	3.1199999999999943	9986.0
Aque(7)	7758.940000000093	723.349999999982	1700.3099999999629	9.359999999999953	13930.0
Avag(8)	14130.490000000014	2761.260000000019	3184.97	31.500000000000103	20151.0
Bbel(9)	5546.859999999995	464.20999999998986	1338.3099999999506	2.469999999999998	15499.0
Bflo(10)	2369.919999999998	444.6099999999868	1642.5299999999445	2.2299999999999995	11998.0
Blea(11)	1496.6199999999858	826.7299999999706	2530.049999999992	3.4999999999999885	7344.0
Bmal(12)	2256.1199999999976	300.93999999999545	1101.2599999999682	1.1100000000000005	6716.0
Ccru(13)	2269.6299999999974	1729.2999999999577	4539.130000000055	13.069999999999945	9022.0
Cele(14)	1200.2099999999937	483.9299999999873	887.2099999999759	1.9800000000000009	6058.0
Cfra(15)	281.67999999999927	1058.5099999999811	564.9999999999873	3.209999999999991	4394.0
Cgig(16)	3451.5800000000386	1392.449999999963	2489.869999999993	9.39999999999996	10867.0
Chae(17)	2592.6600000000117	831.079999999974	1488.9999999999504	8.579999999999975	9344.0
Cint(18)	421.92999999999716	388.6299999999896	1496.2799999999506	1.6800000000000008	7300.0
Clim(19)	368.0299999999956	3102.0000000000387	129.65000000000234	6.419999999999965	4206.0
Cowc(20)	509.19999999999413	2634.060000000017	497.6199999999876	6.079999999999963	4751.0
Csav(21)	5185.1099999999915	320.0499999999945	2339.7799999999747	1.580000000000001	11151.0
Ctel(22)	3799.910000000068	2058.549999999966	1707.0799999999658	13.289999999999923	12183.0
Dgig(23)	4986.679999999993	537.4699999999852	1005.9899999999685	3.719999999999992	12460.0
Dmel(24)	4611.540000000046	722.1399999999854	2089.0599999999686	2.0300000000000002	9858.0
Dpul(25)	5157.330000000075	1113.1699999999782	1385.3699999999646	5.879999999999983	10862.0
Drer(26)	3295.120000000014	604.839999999986	2023.7999999999581	5.409999999999992	11080.0
Emue(27)	4509.060000000053	806.2399999999767	1889.78999999997	9.829999999999943	10574.0
Emul(28)	478.4499999999939	386.6599999999919	2942.760000000021	0.9400000000000004	4886.0
Etri(29)	13753.609999999937	1855.5799999999558	1923.6899999999403	10.24999999999995	26468.0
Ggal(30)	426.14999999999685	665.9399999999825	4992.570000000054	0.6300000000000003	8893.0
Ggor(31)	737.0899999999964	176.59000000000088	737.9099999999787	0.4300000000000001	10954.0
Gsal(32)	545.1399999999946	1017.2899999999742	3125.330000000033	5.189999999999983	5405.0
Hhon(33)	938.7399999999972	268.7699999999986	816.9099999999737	0.9200000000000006	6863.0
Hmag(34)	3700.8500000000045	560.4399999999862	1609.509999999945	5.53999999999999	10058.0
Hmia(35)	2577.070000000001	875.1699999999779	3824.7200000000316	6.379999999999986	8689.0
Hrob(36)	2057.149999999972	2279.9399999999955	3828.150000000039	8.72999999999996	8536.0
Hsap(37)	592.6499999999986	150.13000000000193	903.8799999999732	0.3000000000000001	10617.0
Ihof(38)	257.18999999999977	777.5999999999756	1385.6899999999603	3.2999999999999896	3268.0
Lana(39)	10235.55000000017	2769.1900000000173	2296.279999999994	13.009999999999925	18071.0
Lcom(40)	13297.190000000057	5350.340000000113	1493.5599999999595	47.33000000000004	28345.0
Lgig(41)	1755.5399999999693	1180.8299999999722	1927.3899999999558	6.57999999999998	9519.0
Mbre(42)	243.17999999999964	636.2299999999799	1055.1399999999776	2.969999999999993	4529.0
Mcap(43)	8797.529999999959	615.5399999999827	1259.2099999999498	7.839999999999981	19233.0
